,train,val,test
284,CP_MP-20-0008507_H2,,
285,CP_MP-21-0010909_H2,,
286,CP_MP-21-0000705_L2,,
287,CP_MP-18-0012909,,
288,CP_MP-21-0011136_H3,,
289,CP_MP-21-0013240_H3,,
290,CP_MP-18-0002557_H2,,
291,CP_MP-18-0003692_L2,,
292,CP_MP-19-0006066_H2,,
293,CP_MP-21-0004978_H3,,
294,CP_MP-21-0000520_L2,,
295,CP_MP-21-0009358_L2,,
296,CP_MP-21-0000605_L2,,
297,CP_MP-21-0009735_H2,,
298,CP_MP-21-0004143_L2,,
299,CP_MP-17-0014094_L2,,
300,CP_MP-21-0009827_L2,,
301,CP_MP-21-0009862_L2,,
302,CP_MP-17-0013794_L1,,
303,CP_MP-19-0003053_H2,,
304,CP_MP-21-0009066_L2,,
305,CP_MP-21-0009825_L2,,
306,CP_MP-21-0004141_L2,,
307,CP_MP-21-0001156_H2,,
308,CP_MP-21-0000225_L1,,
309,CP_MP-18-0002451_L2,,
310,CP_MP-18-0002339_H3,,
311,CP_MP-21-0011191_L2,,
312,CP_MP-21-0009127_L2,,
313,CP_MP-19-0013660_H2,,
314,CP_MP-18-0003749_L2,,
