,train,val,test
49,CP_MP-21-0004254_L2,,
50,CP_MP-21-0006773_H3,,
51,CP_MP-21-0002310_L2,,
52,CP_MP-20-0003303_H2,,
53,CP_MP-21-0007965_H2,,
54,CP_MP-21-0000007_H3,,
55,CP_MP-19-0008615,,
56,CP_MP-17-0003345_H3,,
57,CP_MP-21-0005617_L1,,
58,CP_MP-18-0015782_H3,,
59,CP_MP-21-0000027_H3,,
60,CP_MP-19-0008490_H2,,
61,CP_MP-21-0009273_L2,,
62,CP_MP-21-0004091_H2,,
63,CP_MP-21-0004315_H2,,
64,CP_MP-21-0006327_H2,,
65,CP_MP-21-0006282_H2,,
66,CP_IH-19-0008477,,
67,CP_MP-17-0003285_H3,,
68,CP_MP-21-0000821_L2,,
69,CP_MP-21-0009585_L2,,
70,CP_MP-18-0015780_H2,,
71,CP_MP-20-0015824_H3,,
72,CP_MP-21-0008074_L2,,
73,CP_MP-18-0002402_H2,,
74,CP_MP-21-0005647_H2,,
75,CP_MP-21-0005848_H3,,
76,CP_MP-21-0000588_L2,,
77,CP_IH-18-0004964_H2,,
78,CP_MP-18-0000957_H2,,
79,CP_MP-21-0004312_Hsc,,
80,CP_MP-21-0006817_L2,,
81,CP_MP-21-0010935_H2,,
82,CP_MP-21-0000544_L2,,
83,CP_MP-19-0002956_H2,,
84,CP_MP-18-0001134_L2,,
85,CP_MP-20-0008547_H3,,
86,CP_MP-21-0000331_H3,,
87,CP_MP-20-0014623_H3,,
88,CP_MP-20-0011987_L2,,
89,CP_MP-19-0008069_H2,,
90,CP_MP-21-0010170_H3,,
91,CP_MP-21-0002655_H2,,
92,CP_MP-19-0002954_H2,,
93,CP_MP-19-0008391_L2,,
94,CP_MP-17-0003290_H3,,
95,CP_MP-21-0009819_H2,,
96,CP_MP-21-0006746_L2,,
97,CP_MP-18-0002344_L2,,
98,CP_MP-21-0011028_H2,,
99,CP_MP-19-0005093_H3,,
100,CP_MP-21-0009067_L2,,
101,CP_MP-21-0011050_H2,,
102,CP_MP-19-0006379_H3,,
103,CP_MP-19-0004313_H2,,
104,CP_MP-21-0000829_L2,,
105,CP_MP-21-0006156_L2,,
106,CP_MP-17-0014077_H2,,
107,CP_MP-19-0004177_H2,,
108,CP_MP-21-0009967_L2,,
109,CP_MP-18-0005003_L2,,
110,CP_MP-21-0007976_H3,,
111,CP_MP-21-0008119_L2,,
112,CP_MP-21-0009826_L2,,
113,CP_MP-21-0012057_L1,,
114,CP_MP-21-0000148_H3,,
115,CP_MP-20-0008559_H2,,
116,CP_MP-19-0008528,,
117,CP_MP-18-0006977,,
118,CP_MP-17-0014039,,
119,CP_MP-20-0002232,,
120,CP_MP-19-0004383,,
121,CP_MP-21-0005067,,
122,CP_MP-20-0015231,,
123,CP_MP-21-0001718,,
124,CP_MP-18-0007528,,
125,CP_MP-21-0009050,,
126,CP_MP-20-0013067,,
127,CP_MP-18-0002484,,
128,CP_MP-19-0006084,,
129,CP_MP-18-0000802,,
130,CP_MP-20-0014732,,
131,CP_MP-19-0006053,,
132,CP_MP-19-0006142,,
133,CP_MP-17-0013344,,
134,CP_MP-21-0001023,,
135,CP_MP-21-0004288,,
136,CP_MP-21-0010878,,
137,CP_MP-18-0001140,,
138,CP_MP-21-0009134,,
139,CP_MP-20-0012825,,
140,CP_MP-21-0004299,,
141,CP_MP-20-0015275,,
142,CP_MP-19-0004225,,
143,CP_MP-21-0008894,,
144,CP_MP-21-0009548,,
145,CP_MP-18-0005024,,
146,CP_MP-21-0000400,,
147,CP_MP-21-0009290,,
148,CP_MP-21-0009115,,
149,CP_MP-21-0005027,,
150,CP_MP-21-0009212,,
151,CP_MP-20-0014785,,
152,CP_MP-21-0002389,,
153,CP_MP-21-0001084,,
154,CP_MP-21-0006757,,
155,CP_MP-19-0013558,,
156,CP_MP-20-0015628,,
157,CP_MP-21-0004444,,
158,CP_MP-20-0015012,,
159,CP_MP-20-0012053,,
160,CP_MP-19-0004535,,
161,CP_MP-19-0008491,,
162,CP_MP-19-0003037,,
163,CP_MP-21-0004311,,
164,CP_MP-21-0001757,,
165,CP_MP-21-0003900,,
166,CP_MP-17-0014072,,
167,CP_MP-19-0004680,,
168,CP_MP-21-0002779,,
169,CP_MP-20-0009016,,
170,CP_MP-19-0004525,,
171,CP_MP-20-0011820,,
172,CP_MP-21-0000375,,
173,CP_MP-20-0008560,,
174,CP_MP-21-0009594,,
175,CP_MP-20-0008886,,
176,CP_MP-21-0001784,,
177,CP_MP-17-0013882,,
178,CP_MP-21-0009973,,
179,CP_MP-21-0002300,,
180,CP_MP-21-0013187,,
181,CP_MP-21-0000305,,
182,CP_MP-19-0003057,,
183,CP_MP-20-0014002,,
184,CP_MP-21-0006365,,
185,CP_MP-21-0004320,,
186,CP_MP-21-0002488,,
187,CP_MP-20-0014084,,
188,CP_MP-21-0005039,,
189,CP_MP-20-0008897,,
190,CP_MP-20-0008986,,
191,CP_MP-18-0012961,,
192,CP_MP-18-0012930,,
193,CP_MP-21-0000146,,
194,CP_MP-20-0015272-2,,
195,CP_MP-18-0003823,,
196,CP_MP-21-0004163,,
197,CP_MP-21-0000659,,
198,CP_MP-18-0007443,,
199,CP_MP-19-0004982,,
200,CP_MP-19-0013692,,
201,CP_MP-21-0007582,,
202,CP_MP-21-0005500,,
203,CP_MP-21-0011163,,
204,CP_MP-21-0013078-2,,
205,CP_MP-21-0000969,,
206,CP_MP-20-0013991,,
207,CP_MP-19-0004473,,
208,CP_MP-21-0000518,,
209,CP_MP-21-0012910,,
210,CP_MP-17-0013378,,
211,CP_MP-21-0009586,,
212,CP_MP-21-0013300,,
213,CP_MP-19-0003064,,
214,CP_MP-21-0006280,,
215,CP_MP-18-0013101,,
216,CP_MP-18-0002364,,
217,CP_MP-21-0009179,,
218,CP_MP-20-0011816,,
219,CP_MP-20-0013853,,
220,CP_MP-21-0008988,,
221,CP_MP-21-0013235,,
222,CP_MP-20-0002148,,
223,CP_MP-20-0002008,,
224,CP_MP-21-0009514,,
225,CP_MP-21-0011052,,
226,CP_MP-18-0003955,,
227,CP_MP-21-0012871,,
228,CP_MP-19-0008554,,
229,CP_MP-19-0004621,,
230,CP_MP-19-0003150,,
231,CP_MP-18-0007606,,
232,CP_MP-21-0010964,,
