,train,val,test
CP_MP-17-0013344,True,False,False
CP_MP-21-0001023,True,False,False
CP_MP-21-0004288,True,False,False
CP_MP-21-0010878,True,False,False
CP_MP-21-0009134,True,False,False
CP_MP-20-0012825,True,False,False
CP_MP-21-0004299,True,False,False
CP_MP-20-0015275,True,False,False
CP_MP-21-0006811,True,False,False
CP_MP-21-0008894,True,False,False
CP_MP-21-0009548,True,False,False
CP_MP-18-0005024,True,False,False
CP_MP-21-0000400,True,False,False
CP_MP-21-0009290,True,False,False
CP_MP-21-0002713,True,False,False
CP_MP-21-0009115,True,False,False
CP_MP-21-0005027,True,False,False
CP_MP-21-0009212,True,False,False
CP_MP-20-0014785,True,False,False
CP_MP-21-0002389,True,False,False
CP_MP-21-0001084,True,False,False
CP_MP-21-0006757,True,False,False
CP_MP-19-0013558,True,False,False
CP_MP-20-0015628,True,False,False
CP_MP-21-0004444,True,False,False
CP_MP-21-0002781,True,False,False
CP_MP-20-0012053,True,False,False
CP_MP-19-0008089,True,False,False
CP_MP-19-0004535,True,False,False
CP_MP-19-0008491,True,False,False
CP_MP-19-0003037,True,False,False
CP_MP-21-0004311,True,False,False
CP_MP-21-0000648,True,False,False
CP_MP-21-0001757,True,False,False
CP_MP-17-0014072,True,False,False
CP_MP-21-0002779,True,False,False
CP_MP-21-0005475,True,False,False
CP_MP-21-0000375,True,False,False
CP_MP-21-0001019,True,False,False
CP_MP-21-0009594,True,False,False
CP_MP-20-0008713,True,False,False
CP_MP-20-0008886,True,False,False
CP_MP-21-0001784,True,False,False
CP_MP-17-0013882,True,False,False
CP_MP-21-0002609,True,False,False
CP_MP-17-0014076,True,False,False
CP_MP-19-0004795,True,False,False
CP_MP-21-0013151,True,False,False
CP_MP-21-0009973,True,False,False
CP_MP-21-0002300,True,False,False
CP_MP-21-0013078-1,True,False,False
CP_MP-20-0014002,True,False,False
CP_MP-21-0006365,True,False,False
CP_MP-21-0004320,True,False,False
CP_MP-21-0002488,True,False,False
CP_MP-20-0014084,True,False,False
CP_MP-21-0005039,True,False,False
CP_MP-20-0008897,True,False,False
CP_MP-20-0008986,True,False,False
CP_MP-18-0012961,True,False,False
CP_MP-18-0012930,True,False,False
CP_MP-21-0000146,True,False,False
CP_MP-20-0015272-2,True,False,False
CP_MP-18-0003823,True,False,False
CP_MP-21-0004163,True,False,False
CP_MP-21-0000659,True,False,False
CP_MP-19-0004982,True,False,False
CP_MP-19-0013692,True,False,False
CP_MP-19-0013630,True,False,False
CP_MP-19-0004249,True,False,False
CP_MP-20-0008774,True,False,False
CP_MP-21-0013078-2,True,False,False
CP_MP-21-0000969,True,False,False
CP_MP-20-0013991,True,False,False
CP_MP-19-0004473,True,False,False
CP_MP-21-0000518,True,False,False
CP_MP-21-0004140,True,False,False
CP_MP-17-0013378,True,False,False
CP_MP-21-0009586,True,False,False
CP_MP-19-0005121,True,False,False
CP_MP-21-0013300,True,False,False
CP_MP-19-0003064,True,False,False
CP_MP-21-0006280,True,False,False
CP_MP-18-0013101,True,False,False
CP_MP-21-0009179,True,False,False
CP_IH-20-0014949,True,False,False
CP_MP-20-0013853,True,False,False
CP_MP-19-0008555,True,False,False
CP_MP-21-0005744,True,False,False
CP_MP-21-0008988,True,False,False
CP_MP-21-0013235,True,False,False
CP_MP-20-0002148,True,False,False
CP_MP-20-0002008,True,False,False
CP_MP-21-0009514,True,False,False
CP_MP-18-0003955,True,False,False
CP_MP-21-0012871,True,False,False
CP_MP-19-0004782,True,False,False
CP_MP-19-0008554,True,False,False
CP_MP-19-0004621,True,False,False
CP_MP-19-0003150,True,False,False
CP_MP-18-0007606,True,False,False
CP_MP-21-0000544_L2,False,True,False
CP_MP-21-0011123_L2,False,True,False
CP_MP-21-0006327_H2,False,True,False
CP_MP-19-0004315_L2sc,False,True,False
CP_MP-21-0009066_L2,False,True,False
CP_MP-21-0002310_L2,False,True,False
CP_MP-18-0007034_H3,False,True,False
CP_MP-17-0003290_H3,False,True,False
CP_MP-21-0006282_H2,False,True,False
CP_MP-21-0006773_H3,False,True,False
CP_MP-20-0003529_L2,False,True,False
CP_MP-21-0009126_L2,False,True,False
CP_MP-21-0009130_L2,False,True,False
CP_MP-21-0009128_L2,False,True,False
CP_MP-21-0010934_H2,False,True,False
CP_MP-17-0013531_L2,False,True,False
CP_MP-21-0010909_H2,False,True,False
CP_MP-21-0012908,False,True,False
CP_MP-18-0012909,False,True,False
CP_MP-20-0014732,False,True,False
CP_MP-20-0011816,False,True,False
CP_MP-21-0009475,False,True,False
CP_MP-20-0002151,False,True,False
CP_MP-21-0004823,False,True,False
CP_MP-21-0005500,False,True,False
CP_MP-21-0013158,False,True,False
CP_MP-18-0002364,False,True,False
CP_MP-21-0001688,False,True,False
CP_MP-20-0009016,False,True,False
CP_MP-21-0011186,False,True,False
CP_MP-21-0000305,False,True,False
CP_MP-21-0011052,False,True,False
CP_MP-21-0013187,False,True,False
CP_MP-18-0001140,False,True,False
CP_MP-18-0007672,False,True,False
CP_MP-19-0010011,False,True,False
CP_MP-21-0013711,False,True,False
CP_MP-19-0003057,False,True,False
CP_MP-18-0002437,False,True,False
CP_MP-17-0003285_H3,False,False,True
CP_MP-17-0003345_H3,False,False,True
CP_MP-21-0007880_H2,False,False,True
CP_MP-19-0008490_H2,False,False,True
CP_MP-21-0000148_H3,False,False,True
CP_MP-21-0002254_H2,False,False,True
CP_MP-19-0008539_L2,False,False,True
CP_MP-21-0008030_L2,False,False,True
CP_MP-21-0009585_L2,False,False,True
CP_MP-19-0004340_H2,False,False,True
CP_MP-21-0009626_H3,False,False,True
CP_MP-20-0006950_H3,False,False,True
CP_MP-18-0015782_H3,False,False,True
CP_MP-18-0005009_H2,False,False,True
CP_MP-21-0007879_H2,False,False,True
CP_MP-21-0007965_H2,False,False,True
CP_MP-20-0011679_H2,False,False,True
CP_IH-21-0013306_H2,False,False,True
CP_MP-17-0013530_H2,False,False,True
CP_MP-19-0004525,False,False,True
CP_MP-19-0013598,False,False,True
CP_MP-21-0003900,False,False,True
CP_MP-20-0015012,False,False,True
CP_MP-20-0003427,False,False,True
CP_MP-19-0004680,False,False,True
CP_MP-20-0013951,False,False,True
CP_MP-21-0011216,False,False,True
CP_MP-21-0007582,False,False,True
CP_MP-19-0008528,False,False,True
CP_MP-20-0011820,False,False,True
CP_MP-21-0001718,False,False,True
CP_MP-21-0009587,False,False,True
CP_MP-20-0008560,False,False,True
CP_MP-21-0011163,False,False,True
CP_MP-18-0007443,False,False,True
CP_MP-19-0010139,False,False,True
CP_MP-21-0012910,False,False,True
CP_MP-19-0004225,False,False,True
CP_MP-20-0013838,False,False,True
