,train,val,test
141,CP_MP-21-0009548,,
142,CP_MP-18-0005024,,
143,CP_MP-21-0000400,,
144,CP_MP-21-0009290,,
145,CP_MP-21-0002713,,
146,CP_MP-20-0003427,,
147,CP_MP-21-0009115,,
148,CP_MP-21-0005027,,
149,CP_MP-21-0013711,,
150,CP_MP-21-0009212,,
151,CP_MP-20-0014785,,
152,CP_MP-21-0002389,,
153,CP_MP-21-0001084,,
154,CP_MP-21-0006757,,
155,CP_MP-20-0015628,,
156,CP_MP-21-0004444,,
157,CP_MP-20-0015012,,
158,CP_MP-20-0012053,,
159,CP_MP-19-0008089,,
160,CP_MP-19-0004535,,
161,CP_MP-19-0008491,,
162,CP_MP-19-0003037,,
163,CP_MP-21-0004311,,
164,CP_MP-21-0000648,,
165,CP_MP-21-0001757,,
166,CP_MP-21-0003900,,
167,CP_MP-19-0004680,,
168,CP_MP-21-0002779,,
169,CP_MP-20-0009016,,
170,CP_MP-19-0004525,,
171,CP_MP-20-0011820,,
172,CP_MP-21-0005475,,
173,CP_MP-20-0008560,,
174,CP_MP-20-0008713,,
175,CP_MP-20-0008886,,
176,CP_MP-21-0001784,,
177,CP_MP-21-0002609,,
178,CP_MP-17-0014076,,
179,CP_MP-19-0004795,,
180,CP_MP-21-0002300,,
181,CP_MP-21-0000305,,
182,CP_MP-21-0013078-1,,
183,CP_MP-19-0003057,,
184,CP_MP-21-0006365,,
185,CP_MP-21-0004320,,
186,CP_MP-21-0002488,,
187,CP_MP-20-0014084,,
188,CP_MP-20-0008897,,
189,CP_MP-20-0008986,,
190,CP_MP-18-0012961,,
191,CP_MP-21-0000146,,
192,CP_MP-20-0015272-2,,
193,CP_MP-18-0003823,,
194,CP_MP-20-0013951,,
195,CP_MP-21-0004163,,
196,CP_MP-18-0007443,,
197,CP_MP-19-0004982,,
198,CP_MP-19-0013692,,
199,CP_MP-19-0013630,,
200,CP_MP-21-0005500,,
201,CP_MP-21-0011163,,
202,CP_MP-19-0004249,,
203,CP_MP-20-0008774,,
204,CP_MP-21-0000969,,
205,CP_MP-19-0004473,,
206,CP_MP-21-0000518,,
207,CP_MP-21-0004140,,
208,CP_MP-17-0013378,,
209,CP_MP-21-0009586,,
210,CP_MP-19-0005121,,
211,CP_MP-21-0013300,,
212,CP_MP-19-0003064,,
213,CP_MP-21-0006280,,
214,CP_MP-18-0013101,,
215,CP_MP-18-0002364,,
216,CP_MP-21-0009179,,
217,CP_MP-18-0007672,,
218,CP_MP-20-0013853,,
219,CP_MP-19-0008555,,
220,CP_MP-21-0005744,,
221,CP_MP-21-0008988,,
222,CP_MP-21-0013235,,
223,CP_MP-20-0002148,,
224,CP_MP-20-0002008,,
225,CP_MP-21-0009514,,
226,CP_MP-21-0011052,,
227,CP_MP-18-0003955,,
228,CP_MP-21-0012871,,
229,CP_MP-19-0004782,,
230,CP_MP-19-0008554,,
231,CP_MP-19-0004621,,
232,CP_MP-19-0003150,,
