,train,val,test
31,CP_MP-21-0009626_H3,CP_MP-21-0013158,CP_MP-21-0005067
32,CP_MP-21-0006162_L2,CP_MP-21-0009113,CP_MP-21-0009475
33,CP_MP-18-0006806_H3,CP_MP-21-0011052,CP_MP-18-0015783
34,CP_MP-20-0011679_H2,CP_MP-17-0014039,CP_MP-21-0001019
35,CP_MP-21-0002336_L2,CP_MP-21-0000852,CP_MP-19-0004473
36,CP_MP-17-0013531_L2,CP_MP-21-0004311,CP_MP-18-0013101
37,CP_MP-21-0009131_L2,CP_MP-21-0001055,CP_IH-20-0014949
38,CP_MP-21-0009275_L2,CP_MP-21-0006757,CP_MP-21-0000400
39,CP_MP-20-0006950_H3,,
40,CP_MP-21-0012048_H2,,
41,CP_MP-21-0011223_H2,,
42,CP_MP-18-0002447_L2,,
43,CP_MP-19-0008554-2_L2,,
44,CP_MP-18-0006963_L2,,
45,CP_MP-21-0009128_L2,,
46,CP_MP-21-0010227_L2,,
47,CP_MP-18-0003707_H2,,
48,CP_MP-18-0005009_H2,,
49,CP_MP-20-0009515_H2,,
50,CP_MP-21-0006773_H3,,
51,CP_MP-20-0003303_H2,,
52,CP_MP-21-0007965_H2,,
53,CP_MP-21-0000007_H3,,
54,CP_MP-19-0008615,,
55,CP_MP-17-0003345_H3,,
56,CP_MP-18-0002598_H3,,
57,CP_MP-21-0005617_L1,,
58,CP_MP-18-0015782_H3,,
59,CP_MP-21-0000027_H3,,
60,CP_MP-19-0008490_H2,,
61,CP_MP-21-0004091_H2,,
62,CP_MP-21-0004315_H2,,
63,CP_MP-21-0006327_H2,,
64,CP_MP-20-0007011_H3,,
65,CP_MP-17-0003285_H3,,
66,CP_MP-21-0000821_L2,,
67,CP_MP-21-0009585_L2,,
68,CP_MP-18-0015780_H2,,
69,CP_MP-18-0002402_H2,,
70,CP_MP-21-0005647_H2,,
71,CP_MP-21-0005848_H3,,
72,CP_IH-18-0004964_H2,,
73,CP_MP-21-0006817_L2,,
74,CP_MP-21-0000544_L2,,
75,CP_MP-20-0008547_H3,,
76,CP_MP-21-0000331_H3,,
77,CP_MP-20-0014623_H3,,
78,CP_MP-20-0011987_L2,,
79,CP_MP-19-0008069_H2,,
80,CP_MP-21-0010170_H3,,
81,CP_MP-21-0002655_H2,,
82,CP_MP-19-0002954_H2,,
83,CP_MP-19-0008391_L2,,
84,CP_MP-17-0003290_H3,,
85,CP_MP-21-0004398_L2,,
86,CP_MP-21-0009819_H2,,
87,CP_MP-21-0006746_L2,,
88,CP_MP-18-0002344_L2,,
89,CP_MP-19-0008539_L2,,
90,CP_MP-21-0011028_H2,,
91,CP_MP-19-0005093_H3,,
92,CP_MP-21-0009981_L2,,
93,CP_MP-21-0000829_L2,,
94,CP_MP-21-0006156_L2,,
95,CP_MP-17-0014077_H2,,
96,CP_MP-19-0004177_H2,,
97,CP_MP-21-0009126_L2,,
98,CP_MP-21-0009967_L2,,
99,CP_MP-18-0005003_L2,,
100,CP_MP-21-0007976_H3,,
101,CP_MP-20-0003419_L2,,
102,CP_MP-21-0006784_H2,,
103,CP_MP-21-0009826_L2,,
104,CP_MP-21-0012057_L1,,
105,CP_MP-19-0006552_H3,,
106,CP_MP-21-0000148_H3,,
107,CP_MP-21-0009359_L2,,
108,CP_MP-20-0008559_H2,,
109,CP_MP-20-0014231_H3,,
110,CP_MP-20-0007025_H2,,
111,CP_MP-21-0000828_H2,,
112,CP_MP-20-0015095_H3,,
113,CP_MP-21-0008075_L1,,
114,CP_MP-21-0005469_H2,,
115,CP_MP_21-0009863_H2,,
116,CP_MP-19-0008528,,
117,CP_MP-18-0006977,,
118,CP_MP-20-0002232,,
119,CP_MP-19-0004383,,
120,CP_MP-20-0015231,,
121,CP_MP-21-0003988,,
122,CP_MP-18-0007528,,
123,CP_MP-21-0009050,,
124,CP_MP-20-0013067,,
125,CP_MP-18-0002484,,
126,CP_MP-19-0006084,,
127,CP_MP-18-0000802,,
128,CP_MP-20-0014732,,
129,CP_MP-19-0006053,,
130,CP_MP-19-0006142,,
131,CP_MP-17-0013344,,
132,CP_MP-21-0001023,,
133,CP_MP-21-0010878,,
134,CP_MP-18-0001140,,
135,CP_MP-21-0009134,,
136,CP_MP-20-0012825,,
137,CP_MP-21-0004299,,
138,CP_MP-20-0015275,,
139,CP_MP-19-0004225,,
140,CP_MP-18-0002437,,
141,CP_MP-21-0008894,,
142,CP_MP-21-0009548,,
143,CP_MP-18-0005024,,
144,CP_MP-21-0009290,,
145,CP_MP-21-0002713,,
146,CP_MP-20-0003427,,
147,CP_MP-21-0009115,,
148,CP_MP-21-0005027,,
149,CP_MP-21-0013711,,
150,CP_MP-21-0009212,,
151,CP_MP-20-0014785,,
152,CP_MP-20-0002151,,
153,CP_MP-21-0001084,,
154,CP_MP-19-0013558,,
155,CP_MP-20-0015628,,
156,CP_MP-21-0004444,,
157,CP_MP-21-0002781,,
158,CP_MP-20-0015012,,
159,CP_MP-20-0012053,,
160,CP_MP-19-0008089,,
161,CP_MP-19-0004535,,
162,CP_MP-19-0008491,,
163,CP_MP-19-0003037,,
164,CP_MP-21-0000648,,
165,CP_MP-19-0010011,,
166,CP_MP-21-0003900,,
167,CP_MP-17-0014072,,
168,CP_MP-19-0004680,,
169,CP_MP-21-0002779,,
170,CP_MP-20-0009016,,
171,CP_MP-19-0004525,,
172,CP_MP-20-0011820,,
173,CP_MP-21-0005475,,
174,CP_MP-21-0011186,,
175,CP_MP-21-0000375,,
176,CP_MP-20-0008560,,
177,CP_MP-21-0009594,,
178,CP_MP-20-0008713,,
179,CP_MP-20-0008886,,
180,CP_MP-17-0013882,,
181,CP_MP-21-0002609,,
182,CP_MP-21-0013151,,
183,CP_MP-21-0009973,,
184,CP_MP-21-0002300,,
185,CP_MP-21-0013187,,
186,CP_MP-21-0000305,,
187,CP_MP-19-0003057,,
188,CP_MP-20-0014002,,
189,CP_MP-21-0006365,,
190,CP_MP-21-0004320,,
191,CP_MP-21-0002488,,
192,CP_MP-20-0014084,,
193,CP_MP-21-0005039,,
194,CP_MP-20-0008897,,
195,CP_MP-20-0008986,,
196,CP_MP-18-0012961,,
197,CP_MP-18-0012930,,
198,CP_MP-21-0000146,,
199,CP_MP-20-0015272-2,,
200,CP_MP-18-0003823,,
201,CP_MP-21-0004163,,
202,CP_MP-21-0000659,,
203,CP_MP-18-0007443,,
204,CP_MP-19-0004982,,
205,CP_MP-19-0013692,,
206,CP_MP-21-0007582,,
207,CP_MP-19-0013630,,
208,CP_MP-21-0011216,,
209,CP_MP-21-0005500,,
210,CP_MP-19-0004249,,
211,CP_MP-20-0008774,,
212,CP_MP-21-0013078-2,,
213,CP_MP-21-0000969,,
214,CP_MP-20-0013991,,
215,CP_MP-21-0000518,,
216,CP_MP-21-0012910,,
217,CP_MP-17-0013378,,
218,CP_MP-21-0009586,,
219,CP_MP-19-0005121,,
220,CP_MP-21-0013300,,
221,CP_MP-19-0003064,,
222,CP_MP-21-0006280,,
223,CP_MP-18-0002364,,
224,CP_MP-21-0009179,,
225,CP_MP-20-0011816,,
226,CP_MP-20-0013853,,
227,CP_MP-19-0008555,,
228,CP_MP-21-0005744,,
229,CP_MP-21-0008988,,
230,CP_MP-21-0013235,,
231,CP_MP-20-0002148,,
232,CP_MP-20-0002008,,
