,train,val,test
65,CP_MP-21-0004312_Hsc,,
66,CP_MP-20-0014232_L2,,
67,CP_MP-21-0006817_L2,,
68,CP_MP-21-0010935_H2,,
69,CP_MP-19-0002956_H2,,
70,CP_MP-18-0001134_L2,,
71,CP_MP-20-0008547_H3,,
72,CP_MP-21-0000331_H3,,
73,CP_MP-20-0014623_H3,,
74,CP_MP-20-0011987_L2,,
75,CP_MP-19-0008069_H2,,
76,CP_MP-21-0010170_H3,,
77,CP_MP-21-0002655_H2,,
78,CP_MP-19-0002954_H2,,
79,CP_MP-19-0008391_L2,,
80,CP_MP-21-0004398_L2,,
81,CP_MP-21-0009819_H2,,
82,CP_MP-21-0006746_L2,,
83,CP_MP-18-0002344_L2,,
84,CP_MP-21-0011028_H2,,
85,CP_MP-19-0005093_H3,,
86,CP_MP-21-0009067_L2,,
87,CP_MP-21-0011050_H2,,
88,CP_MP-21-0009981_L2,,
89,CP_MP-19-0006379_H3,,
90,CP_MP-19-0004313_H2,,
91,CP_MP-21-0000829_L2,,
92,CP_MP-21-0006156_L2,,
93,CP_MP-17-0014077_H2,,
94,CP_MP-19-0004177_H2,,
95,CP_MP-21-0009967_L2,,
96,CP_MP-18-0005003_L2,,
97,CP_MP-21-0007976_H3,,
98,CP_MP-21-0008119_L2,,
99,CP_MP-20-0003419_L2,,
100,CP_MP-21-0006784_H2,,
101,CP_MP-21-0009826_L2,,
102,CP_MP-21-0012057_L1,,
103,CP_MP-19-0006552_H3,,
104,CP_MP-21-0009359_L2,,
105,CP_MP-20-0008559_H2,,
106,CP_MP-21-0011250_H2,,
107,CP_MP-20-0014231_H3,,
108,CP_MP-20-0007025_H2,,
109,CP_MP-21-0000828_H2,,
110,CP_MP-20-0015095_H3,,
111,CP_MP-21-0008075_L1,,
112,CP_MP-21-0005469_H2,,
113,CP_MP_21-0009863_H2,,
114,CP_MP-20-0011453_H2,,
115,CP_MP-21-0007891_L2,,
116,CP_MP-21-0005077,,
117,CP_MP-18-0006977,,
118,CP_MP-17-0014039,,
119,CP_MP-20-0002232,,
120,CP_MP-19-0004383,,
121,CP_MP-21-0005067,,
122,CP_MP-20-0015231,,
123,CP_MP-21-0003988,,
124,CP_MP-18-0007528,,
125,CP_MP-21-0009050,,
126,CP_MP-20-0013067,,
127,CP_MP-18-0002484,,
128,CP_MP-19-0006084,,
129,CP_MP-18-0000802,,
130,CP_MP-19-0006053,,
131,CP_MP-19-0006142,,
132,CP_MP-17-0013344,,
133,CP_MP-21-0001023,,
134,CP_MP-21-0004288,,
135,CP_MP-21-0010878,,
136,CP_MP-21-0009134,,
137,CP_MP-20-0012825,,
138,CP_MP-21-0004299,,
139,CP_MP-20-0015275,,
140,CP_MP-21-0006811,,
141,CP_MP-21-0008894,,
142,CP_MP-21-0009548,,
143,CP_MP-18-0005024,,
144,CP_MP-21-0000400,,
145,CP_MP-21-0009290,,
146,CP_MP-21-0002713,,
147,CP_MP-21-0009115,,
148,CP_MP-21-0005027,,
149,CP_MP-21-0009212,,
150,CP_MP-20-0014785,,
151,CP_MP-21-0002389,,
152,CP_MP-21-0001084,,
153,CP_MP-21-0006757,,
154,CP_MP-19-0013558,,
155,CP_MP-20-0015628,,
156,CP_MP-21-0004444,,
157,CP_MP-21-0002781,,
158,CP_MP-20-0012053,,
159,CP_MP-19-0008089,,
160,CP_MP-19-0004535,,
161,CP_MP-19-0008491,,
162,CP_MP-19-0003037,,
163,CP_MP-21-0004311,,
164,CP_MP-21-0000648,,
165,CP_MP-21-0001757,,
166,CP_MP-17-0014072,,
167,CP_MP-21-0002779,,
168,CP_MP-21-0005475,,
169,CP_MP-21-0000375,,
170,CP_MP-21-0001019,,
171,CP_MP-21-0009594,,
172,CP_MP-20-0008713,,
173,CP_MP-20-0008886,,
174,CP_MP-21-0001784,,
175,CP_MP-17-0013882,,
176,CP_MP-21-0002609,,
177,CP_MP-17-0014076,,
178,CP_MP-19-0004795,,
179,CP_MP-21-0013151,,
180,CP_MP-21-0009973,,
181,CP_MP-21-0002300,,
182,CP_MP-21-0013078-1,,
183,CP_MP-20-0014002,,
184,CP_MP-21-0006365,,
185,CP_MP-21-0004320,,
186,CP_MP-21-0002488,,
187,CP_MP-20-0014084,,
188,CP_MP-21-0005039,,
189,CP_MP-20-0008897,,
190,CP_MP-20-0008986,,
191,CP_MP-18-0012961,,
192,CP_MP-18-0012930,,
193,CP_MP-21-0000146,,
194,CP_MP-20-0015272-2,,
195,CP_MP-18-0003823,,
196,CP_MP-21-0004163,,
197,CP_MP-21-0000659,,
198,CP_MP-19-0004982,,
199,CP_MP-19-0013692,,
200,CP_MP-19-0013630,,
201,CP_MP-19-0004249,,
202,CP_MP-20-0008774,,
203,CP_MP-21-0013078-2,,
204,CP_MP-21-0000969,,
205,CP_MP-20-0013991,,
206,CP_MP-19-0004473,,
207,CP_MP-21-0000518,,
208,CP_MP-21-0004140,,
209,CP_MP-17-0013378,,
210,CP_MP-21-0009586,,
211,CP_MP-19-0005121,,
212,CP_MP-21-0013300,,
213,CP_MP-19-0003064,,
214,CP_MP-21-0006280,,
215,CP_MP-18-0013101,,
216,CP_MP-21-0009179,,
217,CP_IH-20-0014949,,
218,CP_MP-20-0013853,,
219,CP_MP-19-0008555,,
220,CP_MP-21-0005744,,
221,CP_MP-21-0008988,,
222,CP_MP-21-0013235,,
223,CP_MP-20-0002148,,
224,CP_MP-20-0002008,,
225,CP_MP-21-0009514,,
226,CP_MP-18-0003955,,
227,CP_MP-21-0012871,,
228,CP_MP-19-0004782,,
229,CP_MP-19-0008554,,
230,CP_MP-19-0004621,,
231,CP_MP-19-0003150,,
232,CP_MP-18-0007606,,
