,train,val,test
37,CP_MP-20-0011679_H2,CP_MP-21-0000648,CP_MP-20-0015808
38,CP_MP-21-0002336_L2,CP_MP-18-0007443,CP_MP-21-0002713
39,CP_MP-17-0013531_L2,,
40,CP_MP-21-0009131_L2,,
41,CP_MP-21-0008131_L2,,
42,CP_MP-21-0009275_L2,,
43,CP_MP-20-0006950_H3,,
44,CP_MP-21-0012048_H2,,
45,CP_MP-18-0002447_L2,,
46,CP_MP-19-0008554-2_L2,,
47,CP_MP-18-0006963_L2,,
48,CP_MP-18-0003707_H2,,
49,CP_MP-20-0009515_H2,,
50,CP_MP-21-0002310_L2,,
51,CP_MP-20-0003303_H2,,
52,CP_MP-21-0007965_H2,,
53,CP_MP-21-0000007_H3,,
54,CP_MP-19-0008615,,
55,CP_IH-21-0013306_H2,,
56,CP_MP-17-0003345_H3,,
57,CP_MP-18-0002598_H3,,
58,CP_MP-21-0005617_L1,,
59,CP_MP-18-0015782_H3,,
60,CP_MP-21-0000027_H3,,
61,CP_MP-19-0008490_H2,,
62,CP_MP-21-0009273_L2,,
63,CP_MP-21-0004091_H2,,
64,CP_MP-21-0004315_H2,,
65,CP_MP-21-0006327_H2,,
66,CP_MP-20-0007011_H3,,
67,CP_IH-19-0008477,,
68,CP_MP-17-0003285_H3,,
69,CP_MP-21-0000821_L2,,
70,CP_MP-21-0009585_L2,,
71,CP_MP-18-0015780_H2,,
72,CP_MP-20-0015824_H3,,
73,CP_MP-18-0002402_H2,,
74,CP_MP-21-0005647_H2,,
75,CP_MP-21-0005848_H3,,
76,CP_MP-21-0000588_L2,,
77,CP_MP-18-0000957_H2,,
78,CP_MP-21-0004312_Hsc,,
79,CP_MP-20-0014232_L2,,
80,CP_MP-21-0006817_L2,,
81,CP_MP-21-0010935_H2,,
82,CP_MP-21-0000544_L2,,
83,CP_MP-19-0002956_H2,,
84,CP_MP-20-0008547_H3,,
85,CP_MP-20-0014623_H3,,
86,CP_MP-20-0011987_L2,,
87,CP_MP-19-0008069_H2,,
88,CP_MP-21-0010170_H3,,
89,CP_MP-19-0002954_H2,,
90,CP_MP-19-0008391_L2,,
91,CP_MP-21-0009819_H2,,
92,CP_MP-18-0002344_L2,,
93,CP_MP-19-0008539_L2,,
94,CP_MP-21-0011028_H2,,
95,CP_MP-21-0009067_L2,,
96,CP_MP-21-0011050_H2,,
97,CP_MP-21-0009981_L2,,
98,CP_MP-19-0006379_H3,,
99,CP_MP-19-0004313_H2,,
100,CP_MP-21-0000829_L2,,
101,CP_MP-21-0006156_L2,,
102,CP_MP-17-0014077_H2,,
103,CP_MP-19-0004177_H2,,
104,CP_MP-21-0009126_L2,,
105,CP_MP-21-0009967_L2,,
106,CP_MP-18-0005003_L2,,
107,CP_MP-21-0007976_H3,,
108,CP_MP-21-0008119_L2,,
109,CP_MP-21-0006784_H2,,
110,CP_MP-19-0006552_H3,,
111,CP_MP-21-0000148_H3,,
112,CP_MP-21-0009359_L2,,
113,CP_MP-20-0008559_H2,,
114,CP_MP-21-0011250_H2,,
115,CP_MP-20-0014231_H3,,
116,CP_MP-19-0008528,,
117,CP_MP-21-0005077,,
118,CP_MP-18-0006977,,
119,CP_MP-17-0014039,,
120,CP_MP-19-0004383,,
121,CP_MP-21-0005067,,
122,CP_MP-20-0015231,,
123,CP_MP-21-0001718,,
124,CP_MP-21-0003988,,
125,CP_MP-21-0009050,,
126,CP_MP-20-0013067,,
127,CP_MP-18-0002484,,
128,CP_MP-19-0006084,,
129,CP_MP-20-0014732,,
130,CP_MP-19-0006142,,
131,CP_MP-17-0013344,,
132,CP_MP-21-0001023,,
133,CP_MP-21-0004288,,
134,CP_MP-21-0010878,,
135,CP_MP-21-0009134,,
136,CP_MP-20-0012825,,
137,CP_MP-21-0004299,,
138,CP_MP-21-0006811,,
139,CP_MP-19-0004225,,
140,CP_MP-18-0002437,,
141,CP_MP-21-0008894,,
142,CP_MP-21-0009548,,
143,CP_MP-18-0005024,,
144,CP_MP-21-0000400,,
145,CP_MP-20-0003427,,
146,CP_MP-21-0013711,,
147,CP_MP-21-0009212,,
148,CP_MP-20-0014785,,
149,CP_MP-21-0002389,,
150,CP_MP-20-0002151,,
151,CP_MP-21-0001084,,
152,CP_MP-21-0006757,,
153,CP_MP-19-0013558,,
154,CP_MP-20-0015628,,
155,CP_MP-21-0002781,,
156,CP_MP-20-0012053,,
157,CP_MP-19-0008089,,
158,CP_MP-19-0004535,,
159,CP_MP-19-0008491,,
160,CP_MP-19-0003037,,
161,CP_MP-19-0010011,,
162,CP_MP-21-0001757,,
163,CP_MP-21-0003900,,
164,CP_MP-17-0014072,,
165,CP_MP-21-0002779,,
166,CP_MP-20-0009016,,
167,CP_MP-20-0011820,,
168,CP_MP-21-0005475,,
169,CP_MP-21-0011186,,
170,CP_MP-21-0000375,,
171,CP_MP-21-0001019,,
172,CP_MP-20-0008560,,
173,CP_MP-20-0008713,,
174,CP_MP-20-0008886,,
175,CP_MP-21-0001784,,
176,CP_MP-21-0002609,,
177,CP_MP-19-0004795,,
178,CP_MP-21-0013151,,
179,CP_MP-21-0009973,,
180,CP_MP-21-0002300,,
181,CP_MP-21-0013187,,
182,CP_MP-21-0000305,,
183,CP_MP-21-0013078-1,,
184,CP_MP-19-0003057,,
185,CP_MP-20-0014002,,
186,CP_MP-21-0006365,,
187,CP_MP-21-0004320,,
188,CP_MP-21-0002488,,
189,CP_MP-21-0005039,,
190,CP_MP-20-0008897,,
191,CP_MP-18-0012961,,
192,CP_MP-18-0012930,,
193,CP_MP-21-0000146,,
194,CP_MP-20-0015272-2,,
195,CP_MP-18-0003823,,
196,CP_MP-20-0013951,,
197,CP_MP-21-0004163,,
198,CP_MP-19-0004982,,
199,CP_MP-19-0013692,,
200,CP_MP-21-0007582,,
201,CP_MP-19-0013630,,
202,CP_MP-21-0011216,,
203,CP_MP-21-0005500,,
204,CP_MP-21-0011163,,
205,CP_MP-19-0004249,,
206,CP_MP-20-0008774,,
207,CP_MP-20-0013991,,
208,CP_MP-21-0000518,,
209,CP_MP-21-0012910,,
210,CP_MP-17-0013378,,
211,CP_MP-21-0009586,,
212,CP_MP-21-0006280,,
213,CP_MP-18-0013101,,
214,CP_MP-18-0002364,,
215,CP_MP-21-0009179,,
216,CP_MP-18-0007672,,
217,CP_IH-20-0014949,,
218,CP_MP-20-0011816,,
219,CP_MP-20-0013853,,
220,CP_MP-19-0008555,,
221,CP_MP-21-0005744,,
222,CP_MP-21-0008988,,
223,CP_MP-21-0013235,,
224,CP_MP-20-0002008,,
225,CP_MP-21-0009514,,
226,CP_MP-21-0011052,,
227,CP_MP-18-0003955,,
228,CP_MP-21-0012871,,
229,CP_MP-19-0004782,,
230,CP_MP-19-0004621,,
231,CP_MP-19-0003150,,
232,CP_MP-18-0007606,,
