,train,val,test
151,CP_MP-21-0006162_L2,,
152,CP_MP-18-0003889_L2,,
153,CP_MP-18-0006806_H3,,
154,CP_MP-20-0011679_H2,,
155,CP_MP-21-0002336_L2,,
156,CP_MP-17-0013531_L2,,
157,CP_MP-21-0009131_L2,,
158,CP_MP-21-0008131_L2,,
159,CP_MP-21-0009275_L2,,
160,CP_MP-20-0006950_H3,,
161,CP_MP-21-0012048_H2,,
162,CP_MP-18-0002447_L2,,
163,CP_MP-19-0008554-2_L2,,
164,CP_MP-18-0006963_L2,,
165,CP_MP-18-0003707_H2,,
166,CP_MP-20-0009515_H2,,
167,CP_MP-21-0002310_L2,,
168,CP_MP-20-0003303_H2,,
169,CP_MP-21-0007965_H2,,
170,CP_MP-21-0000007_H3,,
171,CP_MP-19-0008615,,
172,CP_IH-21-0013306_H2,,
173,CP_MP-17-0003345_H3,,
174,CP_MP-18-0002598_H3,,
175,CP_MP-21-0005617_L1,,
176,CP_MP-18-0015782_H3,,
177,CP_MP-21-0000027_H3,,
178,CP_MP-19-0008490_H2,,
179,CP_MP-21-0009273_L2,,
180,CP_MP-21-0004091_H2,,
181,CP_MP-21-0004315_H2,,
182,CP_MP-21-0006327_H2,,
183,CP_MP-20-0007011_H3,,
184,CP_IH-19-0008477,,
185,CP_MP-17-0003285_H3,,
186,CP_MP-21-0000821_L2,,
187,CP_MP-21-0009585_L2,,
188,CP_MP-18-0015780_H2,,
189,CP_MP-20-0015824_H3,,
190,CP_MP-18-0002402_H2,,
191,CP_MP-21-0005647_H2,,
192,CP_MP-21-0005848_H3,,
193,CP_MP-21-0000588_L2,,
194,CP_MP-18-0000957_H2,,
195,CP_MP-21-0004312_Hsc,,
196,CP_MP-20-0014232_L2,,
197,CP_MP-21-0006817_L2,,
198,CP_MP-21-0010935_H2,,
199,CP_MP-21-0000544_L2,,
200,CP_MP-19-0002956_H2,,
201,CP_MP-20-0008547_H3,,
202,CP_MP-20-0014623_H3,,
203,CP_MP-20-0011987_L2,,
204,CP_MP-19-0008069_H2,,
205,CP_MP-21-0010170_H3,,
206,CP_MP-19-0002954_H2,,
207,CP_MP-19-0008391_L2,,
208,CP_MP-21-0009819_H2,,
209,CP_MP-18-0002344_L2,,
210,CP_MP-19-0008539_L2,,
211,CP_MP-21-0011028_H2,,
212,CP_MP-21-0009067_L2,,
213,CP_MP-21-0011050_H2,,
214,CP_MP-21-0009981_L2,,
215,CP_MP-19-0006379_H3,,
216,CP_MP-19-0004313_H2,,
217,CP_MP-21-0000829_L2,,
218,CP_MP-21-0006156_L2,,
219,CP_MP-17-0014077_H2,,
220,CP_MP-19-0004177_H2,,
221,CP_MP-21-0009126_L2,,
222,CP_MP-21-0009967_L2,,
223,CP_MP-18-0005003_L2,,
224,CP_MP-21-0007976_H3,,
225,CP_MP-21-0008119_L2,,
226,CP_MP-21-0006784_H2,,
227,CP_MP-19-0006552_H3,,
228,CP_MP-21-0000148_H3,,
229,CP_MP-21-0009359_L2,,
230,CP_MP-20-0008559_H2,,
231,CP_MP-21-0011250_H2,,
232,CP_MP-20-0014231_H3,,
