,train,val,test
203,CP_MP-19-0008069_H2,,
204,CP_MP-21-0010170_H3,,
205,CP_MP-21-0002655_H2,,
206,CP_MP-19-0002954_H2,,
207,CP_MP-17-0003290_H3,,
208,CP_MP-21-0009819_H2,,
209,CP_MP-21-0006746_L2,,
210,CP_MP-18-0002344_L2,,
211,CP_MP-19-0008539_L2,,
212,CP_MP-21-0011028_H2,,
213,CP_MP-21-0009067_L2,,
214,CP_MP-21-0011050_H2,,
215,CP_MP-21-0009981_L2,,
216,CP_MP-19-0006379_H3,,
217,CP_MP-19-0004313_H2,,
218,CP_MP-21-0006156_L2,,
219,CP_MP-17-0014077_H2,,
220,CP_MP-21-0009126_L2,,
221,CP_MP-18-0005003_L2,,
222,CP_MP-21-0007976_H3,,
223,CP_MP-21-0008119_L2,,
224,CP_MP-20-0003419_L2,,
225,CP_MP-21-0006784_H2,,
226,CP_MP-21-0009826_L2,,
227,CP_MP-21-0012057_L1,,
228,CP_MP-19-0006552_H3,,
229,CP_MP-21-0009359_L2,,
230,CP_MP-20-0008559_H2,,
231,CP_MP-20-0007025_H2,,
232,CP_MP-20-0015095_H3,,
