,train,val,test
37,CP_MP-21-0006757,CP_MP-18-0012909,CP_MP-19-0008539_L2
38,CP_MP-19-0013558,CP_MP-21-0009066_L2,CP_MP-21-0000148_H3
39,CP_MP-20-0015628,,
40,CP_MP-21-0004444,,
41,CP_MP-21-0002781,,
42,CP_MP-20-0012053,,
43,CP_MP-19-0008089,,
44,CP_MP-19-0004535,,
45,CP_MP-19-0008491,,
46,CP_MP-19-0003037,,
47,CP_MP-21-0004311,,
48,CP_MP-21-0000648,,
49,CP_MP-21-0001757,,
50,CP_MP-17-0014072,,
51,CP_MP-21-0002779,,
52,CP_MP-21-0005475,,
53,CP_MP-21-0000375,,
54,CP_MP-21-0001019,,
55,CP_MP-21-0009594,,
56,CP_MP-20-0008713,,
57,CP_MP-20-0008886,,
58,CP_MP-21-0001784,,
59,CP_MP-17-0013882,,
60,CP_MP-21-0002609,,
61,CP_MP-17-0014076,,
62,CP_MP-19-0004795,,
63,CP_MP-21-0013151,,
64,CP_MP-21-0009973,,
65,CP_MP-21-0002300,,
66,CP_MP-21-0013078-1,,
67,CP_MP-20-0014002,,
68,CP_MP-21-0006365,,
69,CP_MP-21-0004320,,
70,CP_MP-21-0002488,,
71,CP_MP-20-0014084,,
72,CP_MP-21-0005039,,
73,CP_MP-20-0008897,,
74,CP_MP-20-0008986,,
75,CP_MP-18-0012961,,
76,CP_MP-18-0012930,,
77,CP_MP-21-0000146,,
78,CP_MP-20-0015272-2,,
79,CP_MP-18-0003823,,
80,CP_MP-21-0004163,,
81,CP_MP-21-0000659,,
82,CP_MP-19-0004982,,
83,CP_MP-19-0013692,,
84,CP_MP-19-0013630,,
85,CP_MP-19-0004249,,
86,CP_MP-20-0008774,,
87,CP_MP-21-0013078-2,,
88,CP_MP-21-0000969,,
89,CP_MP-20-0013991,,
90,CP_MP-19-0004473,,
91,CP_MP-21-0000518,,
92,CP_MP-21-0004140,,
93,CP_MP-17-0013378,,
94,CP_MP-21-0009586,,
95,CP_MP-19-0005121,,
96,CP_MP-21-0013300,,
97,CP_MP-19-0003064,,
98,CP_MP-21-0006280,,
99,CP_MP-18-0013101,,
100,CP_MP-21-0009179,,
101,CP_IH-20-0014949,,
102,CP_MP-20-0013853,,
103,CP_MP-19-0008555,,
104,CP_MP-21-0005744,,
105,CP_MP-21-0008988,,
106,CP_MP-21-0013235,,
107,CP_MP-20-0002148,,
108,CP_MP-20-0002008,,
109,CP_MP-21-0009514,,
110,CP_MP-18-0003955,,
111,CP_MP-21-0012871,,
112,CP_MP-19-0004782,,
113,CP_MP-19-0008554,,
114,CP_MP-19-0004621,,
115,CP_MP-19-0003150,,
116,CP_MP-18-0007606,,
117,CP_MP-21-0009116_L2,,
118,CP_MP-21-0009356_L2,,
119,CP_MP-20-0014239_L2,,
120,CP_MP-21-0009909_L2,,
121,CP_MP-20-0015825_H2,,
122,CP_MP-21-0001185_H3,,
123,CP_MP-18-0003683_L2,,
124,CP_MP-21-0009505_H3,,
125,CP_MP-18-0002372_L2,,
126,CP_MP-21-0009114_L2,,
127,CP_MP-21-0006159_L2,,
128,CP_MP-17-0013488_H2,,
129,CP_IH-20-0008800_Hsc,,
130,CP_MP-20-0015656_H3,,
131,CP_MP-19-0005081_H3,,
132,CP_MP-20-0003304_H2,,
133,CP_MP-18-0012852_H2,,
134,CP_MP-21-0000751_H2,,
135,CP_MP-21-0009231_H2,,
136,CP_MP-20-0002128_Hsc,,
137,CP_MP-20-0009005_H2,,
138,CP_MP-21-0007959_L2,,
139,CP_MP-21-0004248_H3,,
140,CP_MP-18-0002328_L2,,
141,CP_IH-21-0013282_H2,,
142,CP_MP-18-0006838_H2,,
143,CP_MP-18-0002401_H2,,
144,CP_MP-17-0003201_H3,,
145,CP_MP-21-0006162_L2,,
146,CP_MP-18-0003889_L2,,
147,CP_MP-18-0006806_H3,,
148,CP_MP-21-0002336_L2,,
149,CP_MP-21-0009131_L2,,
150,CP_MP-21-0008131_L2,,
151,CP_MP-21-0009275_L2,,
152,CP_MP-21-0012048_H2,,
153,CP_MP-21-0011223_H2,,
154,CP_MP-18-0002447_L2,,
155,CP_MP-19-0008554-2_L2,,
156,CP_MP-18-0006963_L2,,
157,CP_MP-21-0010227_L2,,
158,CP_MP-18-0003707_H2,,
159,CP_MP-20-0009515_H2,,
160,CP_MP-21-0004254_L2,,
161,CP_MP-20-0003303_H2,,
162,CP_MP-21-0000007_H3,,
163,CP_MP-19-0008615,,
164,CP_MP-18-0002598_H3,,
165,CP_MP-21-0005617_L1,,
166,CP_MP-21-0000027_H3,,
167,CP_MP-21-0009273_L2,,
168,CP_MP-21-0004091_H2,,
169,CP_MP-21-0004315_H2,,
170,CP_MP-20-0007011_H3,,
171,CP_IH-19-0008477,,
172,CP_MP-21-0000821_L2,,
173,CP_MP-18-0015780_H2,,
174,CP_MP-20-0015824_H3,,
175,CP_MP-21-0008074_L2,,
176,CP_MP-18-0002402_H2,,
177,CP_MP-21-0005647_H2,,
178,CP_MP-21-0005848_H3,,
179,CP_MP-21-0000588_L2,,
180,CP_IH-18-0004964_H2,,
181,CP_MP-18-0000957_H2,,
182,CP_MP-21-0004312_Hsc,,
183,CP_MP-20-0014232_L2,,
184,CP_MP-21-0006817_L2,,
185,CP_MP-21-0010935_H2,,
186,CP_MP-19-0002956_H2,,
187,CP_MP-18-0001134_L2,,
188,CP_MP-20-0008547_H3,,
189,CP_MP-21-0000331_H3,,
190,CP_MP-20-0014623_H3,,
191,CP_MP-20-0011987_L2,,
192,CP_MP-19-0008069_H2,,
193,CP_MP-21-0010170_H3,,
194,CP_MP-21-0002655_H2,,
195,CP_MP-19-0002954_H2,,
196,CP_MP-19-0008391_L2,,
197,CP_MP-21-0004398_L2,,
198,CP_MP-21-0009819_H2,,
199,CP_MP-21-0006746_L2,,
200,CP_MP-18-0002344_L2,,
201,CP_MP-21-0011028_H2,,
202,CP_MP-19-0005093_H3,,
203,CP_MP-21-0009067_L2,,
204,CP_MP-21-0011050_H2,,
205,CP_MP-21-0009981_L2,,
206,CP_MP-19-0006379_H3,,
207,CP_MP-19-0004313_H2,,
208,CP_MP-21-0000829_L2,,
209,CP_MP-21-0006156_L2,,
210,CP_MP-17-0014077_H2,,
211,CP_MP-19-0004177_H2,,
212,CP_MP-21-0009967_L2,,
213,CP_MP-18-0005003_L2,,
214,CP_MP-21-0007976_H3,,
215,CP_MP-21-0008119_L2,,
216,CP_MP-20-0003419_L2,,
217,CP_MP-21-0006784_H2,,
218,CP_MP-21-0009826_L2,,
219,CP_MP-21-0012057_L1,,
220,CP_MP-19-0006552_H3,,
221,CP_MP-21-0009359_L2,,
222,CP_MP-20-0008559_H2,,
223,CP_MP-21-0011250_H2,,
224,CP_MP-20-0014231_H3,,
225,CP_MP-20-0007025_H2,,
226,CP_MP-21-0000828_H2,,
227,CP_MP-20-0015095_H3,,
228,CP_MP-21-0008075_L1,,
229,CP_MP-21-0005469_H2,,
230,CP_MP_21-0009863_H2,,
231,CP_MP-20-0011453_H2,,
232,CP_MP-21-0007891_L2,,
